CID100000137	CID000000137	C0151905	PT	C0151905	Alanine aminotransferase increased
CID100000137	CID000000137	C0151908	LLT	C0151908	Dry skin
CID100000137	CID000000137	C0151908	PT	C0151908	Dry skin
CID100000137	CID000000137	C0162285	LLT	C0162285	Eyelid oedema
CID100000137	CID000000137	C0162285	PT	C0162285	Eyelid oedema
CID100000137	CID000000137	C0162830	LLT	C0162830	Photosensitivity reaction
CID100000137	CID000000137	C0162830	PT	C0162830	Photosensitivity reaction
CID100000137	CID000000137	C0162834	LLT	C0162834	Skin hyperpigmentation
CID100000137	CID000000137	C0162834	PT	C0162834	Skin hyperpigmentation
CID100000137	CID000000137	C0162835	LLT	C0162835	Leukoderma
CID100000137	CID000000137	C0162835	PT	C0162835	Leukoderma
CID100000137	CID000000137	C0178298	LLT	C0178298	Unspecified disorder of skin and subcutaneous tissue
CID100000137	CID000000137	C0178298	PT	C0037274	Skin disorder
CID100000137	CID000000137	C0205204	LLT	C0205204	Scab
CID100000137	CID000000137	C0205204	PT	C0205204	Scab
CID100000137	CID000000137	C0221232	LLT	C0221232	Welts
CID100000137	CID000000137	C0221232	PT	C0042109	Urticaria
CID100000137	CID000000137	C0234215	LLT	C0234215	Discomfort
CID100000137	CID000000137	C0234215	PT	C0234215	Discomfort
CID100000137	CID000000137	C0234233	LLT	C0234233	Tenderness
CID100000137	CID000000137	C0234233	PT	C0234233	Tenderness
CID100000137	CID000000137	C0237849	LLT	C0237849	Skin exfoliation
CID100000137	CID000000137	C0237849	PT	C0237849	Skin exfoliation
CID100000137	CID000000137	C0241157	LLT	C0241157	Pustule
CID100000137	CID000000137	C0241157	PT	C0085641	Rash pustular
CID100000137	CID000000137	C0241166	LLT	C0241166	Skin tightness
CID100000137	CID000000137	C0241166	PT	C0241166	Skin tightness
CID100000137	CID000000137	C0267792	LLT	C0267792	Hepatobiliary disease
CID100000137	CID000000137	C0267792	PT	C0267792	Hepatobiliary disease
CID100000137	CID000000137	C0311468	LLT	C0311468	Blood bilirubin increased
CID100000137	CID000000137	C0311468	PT	C0311468	Blood bilirubin increased
CID100000137	CID000000137	C0332534	LLT	C0332534	Induration
CID100000137	CID000000137	C0332534	PT	C0332534	Induration
CID100000137	CID000000137	C0349506	LLT	C0349506	Photosensitivity
CID100000137	CID000000137	C0349506	PT	C0162830	Photosensitivity reaction
CID100000137	CID000000137	C0392197	LLT	C0392197	Warmth
CID100000137	CID000000137	C0392197	PT	C2939147	Feeling hot
CID100000137	CID000000137	C0392699	LLT	C0392699	Dysaesthesia
CID100000137	CID000000137	C0392699	PT	C0392699	Dysaesthesia
CID100000137	CID000000137	C0406834	LLT	C0406834	Wound secretion
CID100000137	CID000000137	C0406834	PT	C0406834	Wound secretion
CID100000137	CID000000137	C0423791	LLT	C0423791	Rash maculo-papular
CID100000137	CID000000137	C0423791	PT	C0423791	Rash maculo-papular
CID100000137	CID000000137	C0521490	LLT	C0521490	Application site irritation
CID100000137	CID000000137	C0521490	PT	C0521490	Application site irritation
CID100000137	CID000000137	C0677500	LLT	C0677500	Stinging
CID100000137	CID000000137	C0677500	PT	C0030193	Pain
CID100000137	CID000000137	C0699893	LLT	C0699893	Skin carcinoma
CID100000137	CID000000137	C0699893	PT	C0007114	Skin cancer
CID100000137	CID000000137	C0702166	LLT	C0702166	Acne
CID100000137	CID000000137	C0702166	PT	C0702166	Acne
CID100000137	CID000000137	C0851341	LLT	C0851341	Infestation NOS
CID100000137	CID000000137	C0851341	PT	C1384353	Infestation
CID100000137	CID000000137	C0851353			Blood and lymphatic system disorders
CID100000137	CID000000137	C0852913	LLT	C0852913	Blood amylase increased
CID100000137	CID000000137	C0852913	PT	C0151479	Amylase increased
CID100000137	CID000000137	C0857807	LLT	C0857807	Accidental ingestion
CID100000137	CID000000137	C0857807	PT	C3544060	Accidental exposure to product
